"No SFTP functions found. The Net_SFTP class is missing.","No SFTP functions found. The Net_SFTP class is missing."
"Could not connect to SFTP server. Please make sure that there is no firewall blocking the outgoing connection to the SFTP server and that the timeout is set to a high enough value. If this error keeps occurring, please get in touch with your server hoster / server administrator AND with the server hoster / server administrator of the remote SFTP server. A firewall is probably blocking ingoing/outgoing SFTP connections.","Could not connect to SFTP server. Please make sure that there is no firewall blocking the outgoing connection to the SFTP server and that the timeout is set to a high enough value. If this error keeps occurring, please get in touch with your server hoster / server administrator AND with the server hoster / server administrator of the remote SFTP server. A firewall is probably blocking ingoing/outgoing SFTP connections."
"Connection to SFTP server failed (make sure no firewall is blocking the connection). This error could also be caused by a wrong login for the SFTP server.","Connection to SFTP server failed (make sure no firewall is blocking the connection). This error could also be caused by a wrong login for the SFTP server."
"Could not change directory on SFTP server to import directory. Please make sure the directory exists and that we have rights to read in the directory.","Could not change directory on SFTP server to import directory. Please make sure the directory exists and that we have rights to read in the directory."
"Connection with SFTP server tested successfully.","Connection with SFTP server tested successfully."
"Could not save file %1 in directory %2 on SFTP server %3. Please make sure the directory is writable. Also please make sure that there is no firewall blocking the outgoing connection to the SFTP server. If this error keeps occurring, please get in touch with your server hoster / server administrator AND with the server hoster / server administrator of the remote SFTP server, so they can adjust the firewall.","Could not save file %1 in directory %2 on SFTP server %3. Please make sure the directory is writable. Also please make sure that there is no firewall blocking the outgoing connection to the SFTP server. If this error keeps occurring, please get in touch with your server hoster / server administrator AND with the server hoster / server administrator of the remote SFTP server, so they can adjust the firewall."
Orders,Orders
Invoices,Invoices
Shipments,Shipments
"Credit Memos","Credit Memos"
Customers,Customers
Quotes,Quotes
"Test Export","Test Export"
"Grid Export","Grid Export"
"Event Export","Event Export"
"No test ID to export specified.","No test ID to export specified."
"No %1s to export specified.","No %1s to export specified."
"Exported in merged export mode.","Exported in merged export mode."
"No profile to export specified.","No profile to export specified."
"0 %1s have been exported.","0 %1s have been exported."
"Export started...","Export started..."
"No status to set for orders specified.","No status to set for orders specified."
"Export of %1 %2s finished in %3 seconds.","Export of %1 %2s finished in %3 seconds."
"Billing Postcode","Billing Postcode"
"Billing Region","Billing Region"
"Billing State/Province","Billing State/Province"
"Billing Country","Billing Country"
"Shipping Postcode","Shipping Postcode"
"Shipping Region","Shipping Region"
"Shipping State/Province","Shipping State/Province"
"Shipping Country","Shipping Country"
"Product / Item attribute combination","Product / Item attribute combination"
"Products subselection","Products subselection"
"Conditions combination","Conditions combination"
"%1 Attributes","%1 Attributes"
"Misc. %1 Attributes","Misc. %1 Attributes"
"Payment Method","Payment Method"
"Shipping Method","Shipping Method"
"Empty (no value set)","Empty (no value set)"
"If an item is %1 with %2 of these conditions true:","If an item is %1 with %2 of these conditions true:"
"Please choose a condition to add.","Please choose a condition to add."
"Product Attribute","Product Attribute"
"Item Attribute","Item Attribute"
"total quantity ordered (for order exports)","total quantity ordered (for order exports)"
"total quantity invoiced (for order exports)","total quantity invoiced (for order exports)"
"total quantity refunded (for order exports)","total quantity refunded (for order exports)"
"total quantity (for invoice/shipment/credit memo exports)","total quantity (for invoice/shipment/credit memo exports)"
"total amount","total amount"
is,is
"is not","is not"
"equals or greater than","equals or greater than"
"equals or less than","equals or less than"
"greater than","greater than"
"less than","less than"
"is one of","is one of"
"is not one of","is not one of"
"If %1 %2 %3 for a subselection of items matching %4 of these conditions:","If %1 %2 %3 for a subselection of items matching %4 of these conditions:"
"While trying to convert your export data into the requested encoding '%1', the PHP iconv() function failed. You either forgot to add //IGNORE to the encoding, or you are affected by this bug: https://bugs.php.net/bug.php?id=48147","While trying to convert your export data into the requested encoding '%1', the PHP iconv() function failed. You either forgot to add //IGNORE to the encoding, or you are affected by this bug: https://bugs.php.net/bug.php?id=48147"
"The XMLWriter class could not be found. This means your PHP installation is missing XMLWriter features. You cannot export XML/XSL types without XMLWriter. Please get in touch with your hoster or server administrator to add XMLWriter features.","The XMLWriter class could not be found. This means your PHP installation is missing XMLWriter features. You cannot export XML/XSL types without XMLWriter. Please get in touch with your hoster or server administrator to add XMLWriter features."
"Something is wrong with the internally processed XML markup. Please contact XTENTO.","Something is wrong with the internally processed XML markup. Please contact XTENTO."
"Could not load internally processed XML. Bad data maybe?","Could not load internally processed XML. Bad data maybe?"
"No XSL Template has been set up for this export profile. Please open the export profile and set up your XSL Template in the ""Output Format"" tab.","No XSL Template has been set up for this export profile. Please open the export profile and set up your XSL Template in the ""Output Format"" tab."
"Please repair the XSL Template of this profile. You need to have a valid XSL Template in order to export orders. Could not load XSL Template:","Please repair the XSL Template of this profile. You need to have a valid XSL Template in order to export orders. Could not load XSL Template:"
"No <files><file></file></files> markup found in XSL Template. Please repair your XSL Template.","No <files><file></file></files> markup found in XSL Template. Please repair your XSL Template."
"Please repair the XSL Template of this profile. There was a problem processing the XSL Template:","Please repair the XSL Template of this profile. There was a problem processing the XSL Template:"
"Please repair the XSL Template of this profile, check the encoding tag, or make sure output has been generated by this template. No output has been generated.","Please repair the XSL Template of this profile, check the encoding tag, or make sure output has been generated by this template. No output has been generated."
"--- Select Frequency ---","--- Select Frequency ---"
"Use ""custom export frequency"" field","Use ""custom export frequency"" field"
"Every 5 minutes","Every 5 minutes"
"Every 10 minutes","Every 10 minutes"
"Every 15 minutes","Every 15 minutes"
"Every 20 minutes","Every 20 minutes"
"Every 30 minutes","Every 30 minutes"
"Every hour","Every hour"
"Every 2 hours","Every 2 hours"
"Daily (at midnight)","Daily (at midnight)"
"Twice Daily (12am, 12pm)","Twice Daily (12am, 12pm)"
"No profiles available. Add and enable export profiles for the %1 entity first.","No profiles available. Add and enable export profiles for the %1 entity first."
Successful,Successful
"After order creation (Event: sales_order_place_after)","After order creation (Event: sales_order_place_after)"
"After order modification (Event: sales_order_save_after)","After order modification (Event: sales_order_save_after)"
"After order placement completed (Event: sales_order_payment_place_end)","After order placement completed (Event: sales_order_payment_place_end)"
"After invoice creation (Event: sales_order_invoice_register)","After invoice creation (Event: sales_order_invoice_register)"
"After invoice has been paid (Event: sales_order_invoice_pay)","After invoice has been paid (Event: sales_order_invoice_pay)"
"After shipment creation (Event: sales_order_shipment_save_after)","After shipment creation (Event: sales_order_shipment_save_after)"
"After credit memo creation (Event: sales_order_creditmemo_save_after)","After credit memo creation (Event: sales_order_creditmemo_save_after)"
"After customer signs up","After customer signs up"
"After customer account gets modified","After customer account gets modified"
"After customer address gets modified","After customer address gets modified"
"Profile: %1","Profile: %1"
"Export %1s","Export %1s"
Profile,Profile
"Starting ID","Starting ID"
"from the beginning","from the beginning"
"Last <span id=""last_entity""></span> id is <span id=""last_id""></span> [<a href=""#"" onclick=""$('increment_from').value=$('last_id').innerHTML; return false;"">use</a>]<br/>Last exported <span id=""last_exported_entity""></span> id is <span id=""last_exported_id""></span> [<a href=""#"" onclick=""$('increment_from').value=$('last_exported_id').innerHTML; return false;"">use</a>]","Last <span id=""last_entity""></span> id is <span id=""last_id""></span> [<a href=""#"" onclick=""$('increment_from').value=$('last_id').innerHTML; return false;"">use</a>]<br/>Last exported <span id=""last_exported_entity""></span> id is <span id=""last_exported_id""></span> [<a href=""#"" onclick=""$('increment_from').value=$('last_exported_id').innerHTML; return false;"">use</a>]"
"Ending ID","Ending ID"
"until the last object created","until the last object created"
"--- All Statuses ---","--- All Statuses ---"
"Date Range from","Date Range from"
"Date Range to","Date Range to"
"Export only not yet exported objects","Export only not yet exported objects"
"Change order status after export","Change order status after export"
"--- No Change ---","--- No Change ---"
label,label
"Serve file to browser after exporting","Serve file to browser after exporting"
Export,Export
"An error occured. Please reload this page or run the export WITHOUT the ""Serve file to browser after exporting"" option to see the real error message.","An error occured. Please reload this page or run the export WITHOUT the ""Serve file to browser after exporting"" option to see the real error message."
"Exporting... Please wait...","Exporting... Please wait..."
"No test ID specified. Please specify a test ID to export right next to the ""Show fields available for export"" button.","No test ID specified. Please specify a test ID to export right next to the ""Show fields available for export"" button."
"This test ID does NOT exist in Magento. Please specify an existing ID to export right next to the ""Show fields available for export"" button.","This test ID does NOT exist in Magento. Please specify an existing ID to export right next to the ""Show fields available for export"" button."
"Data is based on","Data is based on"
"Expand all fields","Expand all fields"
"Show raw XML","Show raw XML"
"Output Type","Output Type"
"XSL Template (Customized Output)","XSL Template (Customized Output)"
"All fields in a XML file","All fields in a XML file"
Filename,Filename
Encoding,Encoding
"Looking for certain fields or field names? Please use the ""Show fields available for export"" function.","Looking for certain fields or field names? Please use the ""Show fields available for export"" function."
"Test / Validation Results","Test / Validation Results"
"Tools - Export Settings","Tools - Export Settings"
"<b>Note:</b> You can select profiles and destinations to export here, and later on import them into another Magento installation for example.","<b>Note:</b> You can select profiles and destinations to export here, and later on import them into another Magento installation for example."
"Select Profiles","Select Profiles"
"Select all","Select all"
"Entity: %1","Entity: %1"
"No export profiles found.","No export profiles found."
"Select Destinations","Select Destinations"
"Type: %1","Type: %1"
"No export destinations found.","No export destinations found."
"Tools - Import Settings","Tools - Import Settings"
"<b>Note:</b> You can upload previously exported settings and import them here. Passwords for destinations must be entered again, they won't be imported.","<b>Note:</b> You can upload previously exported settings and import them here. Passwords for destinations must be entered again, they won't be imported."
"Update existing profiles if the profile/destination name matches","Update existing profiles if the profile/destination name matches"
"Import Settings","Import Settings"
"Order Export Module","Order Export Module"
"Extension Configuration","Extension Configuration"
"Server Name","Server Name"
"License Key","License Key"
"Module Enabled","Module Enabled"
"Debug Section","Debug Section"
"Debug Mode Enabled","Debug Mode Enabled"
"Debug E-Mail","Debug E-Mail"
"Disable Cronjob Warning","Disable Cronjob Warning"
"Are you sure?","Are you sure?"
"Destination ID","Destination ID"
Type,Type
"Last Result","Last Result"
1,1
"Last Modification","Last Modification"
Action,Action
"Delete Entries","Delete Entries"
"Are you sure? These objects will eventually be re-exported.","Are you sure? These objects will eventually be re-exported."
"History ID","History ID"
"Log / Export ID","Log / Export ID"
Entity,Entity
"Increment ID","Increment ID"
"Entity ID","Entity ID"
"Exported At","Exported At"
"Log Entry","Log Entry"
"View Execution Log Entry","View Execution Log Entry"
"Delete entry","Delete entry"
"Download file(s)","Download file(s)"
Delete,Delete
"Log ID","Log ID"
"Exported Files","Exported Files"
Destinations,Destinations
"Record Count","Record Count"
Result,Result
"Result Message","Result Message"
"Executed At","Executed At"
"Enabled For Profile","Enabled For Profile"
"Profile Execution Log","Profile Execution Log"
"Profile Export History","Profile Export History"
"Set status to 'Enabled'","Set status to 'Enabled'"
"Set status to 'Disabled'","Set status to 'Disabled'"
"Profile ID","Profile ID"
"Profile Status","Profile Status"
"Last Export","Last Export"
"Edit Profile","Edit Profile"
